01/01/2017,5.3
02/01/2017,2.1
03/01/2017,2.7
04/01/2017,4.9
05/01/2017,1.2
06/01/2017,2.6
07/01/2017,6
08/01/2017,8.1
09/01/2017,7.7
10/01/2017,7.3
11/01/2017,7.6
12/01/2017,4
13/01/2017,2.6
14/01/2017,2.7
15/01/2017,5.3
16/01/2017,6.4
17/01/2017,4.7
18/01/2017,4.3
19/01/2017,4.6
20/01/2017,3.3
21/01/2017,1.1
22/01/2017,0.7
23/01/2017,1.3
24/01/2017,3.4
25/01/2017,2.6
26/01/2017,-0.1
27/01/2017,1.7
28/01/2017,3.5
29/01/2017,4.1
30/01/2017,4.7
31/01/2017,7.4
01/02/2017,8.6
02/02/2017,9.8
03/02/2017,7.8
04/02/2017,5.1
05/02/2017,3.1
06/02/2017,2.2
07/02/2017,5
08/02/2017,3.4
09/02/2017,1.4
10/02/2017,1.8
11/02/2017,1.7
12/02/2017,2.5
13/02/2017,5.6
14/02/2017,5.7
15/02/2017,7.1
16/02/2017,8.1
17/02/2017,9
18/02/2017,7.7
19/02/2017,8.3
20/02/2017,10.8
21/02/2017,10
22/02/2017,10.1
23/02/2017,8.3
24/02/2017,5.5
25/02/2017,6.7
26/02/2017,9
27/02/2017,6.8
28/02/2017,3.5
01/03/2017,4.9
02/03/2017,6.8
03/03/2017,7
04/03/2017,8.1
05/03/2017,6.6
06/03/2017,5.8
07/03/2017,6.4
08/03/2017,8.6
09/03/2017,9.9
10/03/2017,8.7
11/03/2017,11
12/03/2017,10.4
13/03/2017,8.5
14/03/2017,10.2
15/03/2017,9.6
16/03/2017,8.3
17/03/2017,7.3
18/03/2017,9.8
19/03/2017,11.6
20/03/2017,10.2
21/03/2017,6.3
22/03/2017,5.9
23/03/2017,7.1
24/03/2017,8.4
25/03/2017,7.9
26/03/2017,9.3
27/03/2017,8.1
28/03/2017,9.6
29/03/2017,10.3
30/03/2017,15.2
31/03/2017,13.5
01/04/2017,11.2
02/04/2017,9.1
03/04/2017,9.4
04/04/2017,10.8
05/04/2017,8
06/04/2017,8
07/04/2017,8.1
08/04/2017,10.7
09/04/2017,13.8
10/04/2017,9
11/04/2017,8.8
12/04/2017,10.1
13/04/2017,8
14/04/2017,9.7
15/04/2017,9.6
16/04/2017,8.8
17/04/2017,8.3
18/04/2017,6.6
19/04/2017,8
20/04/2017,10.1
21/04/2017,10.3
22/04/2017,10.1
23/04/2017,8.6
24/04/2017,8.4
25/04/2017,4.6
26/04/2017,5.1
27/04/2017,5.6
28/04/2017,8.8
29/04/2017,8.9
30/04/2017,11.9
01/05/2017,11.5
02/05/2017,11.1
03/05/2017,8.9
04/05/2017,11.8
05/05/2017,10.6
06/05/2017,10.2
07/05/2017,11.9
08/05/2017,8.4
09/05/2017,9.4
10/05/2017,8.8
11/05/2017,12.5
12/05/2017,12.8
13/05/2017,13.8
14/05/2017,13.9
15/05/2017,12.7
16/05/2017,15.8
17/05/2017,13.5
18/05/2017,11.4
19/05/2017,11.7
20/05/2017,10.4
21/05/2017,13.4
22/05/2017,16.2
23/05/2017,15.5
24/05/2017,17.1
25/05/2017,18.4
26/05/2017,18.7
